name,position,salary,season
Randolph Morris, C,750000,2007
Sean Marks, PF,744551,2007
Andre Barrett, SG,744551,2007
Scott Padgett, PF,744551,2007
Pape Sow, PF,744551,2007
Darrick Martin, PG,744551,2007
Peter John Ramos, C,744551,2007
James Lang, C,744551,2007
Jacque Vaughn, PG,744551,2007
Royal Ivey, PG,744551,2007
Mike Wilks, PG,744551,2007
Ime Udoka, F,744551,2007
DerMarr Johnson, SF,744551,2007
Roger Mason Jr., SG,744551,2007
Maurice Taylor, PF,744551,2007
Bo Outlaw, PF,744551,2007
Kelvin Cato, C,744551,2007
Jumaine Jones, SF,744551,2007
Vin Baker, PF,744551,2007
Josh Powell, PF,744551,2007
Gary Payton, PG,744551,2007
Kareem Rush, SG,744551,2007
Matt Barnes, SF,744551,2007
Charlie Bell, SG,744551,2007
Maceo Baston, SF,744551,2007
Michael Olowokandi, C,744551,2007
Earl Barron, C,744551,2007
Salim Stoudamire, SG,729000,2007
John Lucas III, PG,700000,2007
James Singleton, F,675000,2007
Solomon Jones, PF,675000,2007
Donell Taylor, PG,664209,2007
C.J. Miles, SG,664209,2007
Dwayne Jones II, PF,664209,2007
Ersan Ilyasova, PF,664209,2007
Travis Diener, PG,664209,2007
Rawle Marshall, SF,664209,2007
Ronnie Price, PG,664209,2007
Ronny Turiaf, C,664209,2007
Amir Johnson, F,664209,2007
Andray Blatche, C,664209,2007
Bracey Wright, SG,664209,2007
Stephen Graham, SF,664209,2007
Orien Greene, PG,664209,2007
Lynn Greer, PG,664209,2007
Daniel Ewing, PG,664209,2007
Brandon Bass, PF,664209,2007
Lawrence Roberts, PF,664209,2007
Monta Ellis, SG,664209,2007
Chuck Hayes, PF,664209,2007
Noel Felix, F,664209,2007
Eddie Basden, SG,664209,2007
Martynas Andriuskevicius, C,664209,2007
Ryan Gomes, SF,664209,2007
Lou Williams, SG,664209,2007
Esteban Batista, PF,644209,2007
Paul Millsap, PF,625000,2007
Derek Anderson, SG,617539,2007
Steve Novak, SF,600000,2007
Devin Brown, SG,516806,2007
Slava Medvedenko, PF,490528,2007
Leon Powe, PF,432000,2007
Taurean Green, PG,427163,2007
Josh McRoberts, PF,427163,2007
Yakhouba Diawara, SG,412718,2007
Marquinhos Vieira, F,412718,2007
Ryan Hollins, C,412718,2007
Hassan Adams, SF,412718,2007
Uros Slokar, PF,412718,2007
Paul Davis, C,412718,2007
Craig Smith, PF,412718,2007
James Augustine, PF,412718,2007
Robert Hite, SG,412718,2007
Will Blalock, SG,412718,2007
Chris McCray, SG,412718,2007
David Noel, SF,412718,2007
Damir Markota, PF,412718,2007
Brian Chase, NA,412718,2007
Mike Gansey, NA,412718,2007
P.J. Tucker, PF,412718,2007
Alexander Johnson, SF,412718,2007
Tarence Kinsey, SG,412718,2007
Pops Mensah-Bonsu, PF,412718,2007
Bobby Jones, SF,412718,2007
Pat Carroll, NA,412718,2007
J.J. Barea, G,412718,2007
Dee Brown, PG,412718,2007
Chris Quinn, PG,412718,2007
Daniel Gibson, SG,412718,2007
Allan Ray, G,412718,2007
Steven Smith, SF,412718,2007
Chris Webber, C,407313,2007
Andre Brown, PF,406340,2007
James White, SG,405435,2007
Eddie Jones, SG,337238,2007
Junior Harrington, PG,302200,2007
Jared Reiner, C,302200,2007
Kelenna Azubuike, SF,259770,2007
Justin Williams, PF,252486,2007
Jason Hart, PG,197087,2007
Alan Anderson, SG,128935,2007
Mike Hall, F,121388,2007
Luke Jackson, SF,109493,2007
Lou Amundson, PF,101966,2007
Alan Henderson, PF,70075,2007
Will Conroy, PG,55839,2007
Anthony Carter, PG,37620,2007
Von Wafer, SG,23443,2007
Kevin Garnett, PF,23751934,2008
Shaquille O'Neal, C,21000000,2008
Jason Kidd, PG,19728000,2008
Jermaine O'Neal, C,19728000,2008
Kobe Bryant, SF,19490625,2008
Tim Duncan, C,19014188,2008
Allen Iverson, SG,19012500,2008
Stephon Marbury, PG,19012500,2008
Tracy McGrady, SG,18257750,2008
Baron Davis, PG,16440000,2008
Shawn Marion, SG,16440000,2008
Paul Pierce, SF,16360094,2008
Dirk Nowitzki, F,16360094,2008
Antawn Jamison, PF,16360094,2008
Ray Allen, SG,16000000,2008
Ben Wallace, PF,15500000,2008
Elton Brand, PF,15344000,2008
Mike Bibby, PG,14983603,2008
Rashard Lewis, PF,14884951,2008
Michael Redd, SG,14520000,2008
Amar'e Stoudemire, C,13762775,2008
Yao Ming, C,13762775,2008
Pau Gasol, PF,13735000,2008
Andrei Kirilenko, SF,13735000,2008
Joe Johnson, G,13488378,2008
Zach Randolph, F,13333333,2008
Vince Carter, G,13325000,2008
Kenyon Martin, PF,13250000,2008
Lamar Odom, PF,13248596,2008
Dwyane Wade, G,13041250,2008
Chris Bosh, PF,13041250,2008
Carmelo Anthony, PF,13041250,2008
LeBron James, SF,13041250,2008
Rasheed Wallace, PF,12540000,2008
Raef LaFrentz, C,12440787,2008
Wally Szczerbiak, SG,12275000,2008
Richard Jefferson, F,12200000,2008
Larry Hughes, SG,12000084,2008
Gilbert Arenas, PG,11950400,2008
Peja Stojakovic, SF,11664000,2008
Carlos Boozer, PF,11593816,2008
Steve Nash, PG,11375000,2008
Kirk Hinrich, SG,11250000,2008
Jason Richardson, SG,11111110,2008
David West, F,10650000,2008
Erick Dampier, C,10590500,2008
Tony Parker, G,10500000,2008
Brad Miller, C,10500000,2008
Tyson Chandler, C,10500000,2008
Samuel Dalembert, C,10251435,2008
Zydrunas Ilgauskas, C,10142156,2008
Marcus Camby, C,10000000,2008
Chauncey Billups, PG,10000000,2008
Richard Hamilton, SG,10000000,2008
Andre Miller, PG,9600000,2008
Josh Howard, SF,9500000,2008
Gerald Wallace, SF,9500000,2008
Kwame Brown, C,9379279,2008
Bobby Simmons, SF,9280000,2008
Troy Murphy, PF,9206349,2008
Manu Ginobili, G,9079811,2008
Boris Diaw, C,9000000,2008
Mehmet Okur, C,9000000,2008
Eddy Curry, NA,8947543,2008
Jason Williams, PG,8937500,2008
Jason Terry, G,8898000,2008
Nene Hilario, C,8840000,2008
Tayshaun Prince, SF,8675620,2008
Chris Kaman, C,8600000,2008
Andres Nocioni, SF,8500000,2008
Caron Butler, SF,8468990,2008
Al Harrington, PF,8425625,2008
Mike Miller, SG,8376194,2008
Cuttino Mobley, SG,8350000,2008
Antoine Walker, PF,8329640,2008
T.J. Ford, PG,8275000,2008
Darius Miles, SF,8250000,2008
Mike Dunleavy, SG,8219008,2008
Quentin Richardson, SF,8105500,2008
Kurt Thomas, PF,8091188,2008
Jamal Crawford, G,7920000,2008
Mark Blount, C,7901040,2008
Kenny Thomas, PF,7875000,2008
Rasho Nesterovic, C,7840000,2008
Mo Williams, PG,7750000,2008
Metta World Peace, SF,7400000,2008
Malik Rose, PF,7101250,2008
Corey Maggette, SF,7000000,2008
Aaron McKie, SG,7000000,2008
Ricky Davis, SG,6819000,2008
Jerry Stackhouse, SF,6750000,2008
Eric Snow, PG,6703125,2008
Stephen Jackson, SF,6630000,2008
Luke Ridnour, PG,6500000,2008
Darko Milicic, C,6500000,2008
Chris Wilcox, PF,6500000,2008
Drew Gooden, PF,6453416,2008
Antonio McDyess, PF,6373900,2008
Marquis Daniels, SG,6373900,2008
Hedo Turkoglu, SF,6373900,2008
Etan Thomas, C,6373900,2008
Speedy Claxton, PG,6306182,2008
Jamaal Tinsley, PG,6300000,2008
Jason Collins, C,6100000,2008
Dwight Howard, C,6061274,2008
Marko Jaric, PG,6050000,2008
Udonis Haslem, PF,6050000,2008
Matt Harpring, SF,6000000,2008
Shane Battier, SF,5883600,2008
Brian Cardinal, PF,5850000,2008
Mike James, PG,5826893,2008
Shareef Abdur-Rahim, PF,5800000,2008
Earl Watson, PG,5800000,2008
Stromile Swift, PF,5800000,2008
Antonio Daniels, PG,5800000,2008
Jerome James, C,5800000,2008
Joel Przybilla, C,5762575,2008
Dan Gadzuric, C,5751130,2008
Nick Collison, F,5750000,2008
Bobby Jackson, PG,5670000,2008
Nazr Mohammed, C,5632200,2008
Jared Jeffries, PF,5632200,2008
Tim Thomas, PF,5632200,2008
Vladimir Radmanovic, SF,5632200,2008
Leandro Barbosa, G,5600000,2008
Donyell Marshall, PF,5566965,2008
Jeff Foster, PF,5500000,2008
Matt Carroll, SG,5450000,2008
Emeka Okafor, C,5427307,2008
Mikki Moore, C,5356000,2008
Jason Kapono, SG,5356000,2008
Anderson Varejao, C,5356000,2008
Joe Smith, PF,5205000,2008
Tony Battie, C,5200000,2008
Morris Peterson, SG,5000000,2008
Desmond Mason, SF,5000000,2008
Brendan Haywood, C,5000000,2008
Andrew Bogut, C,4991520,2008
Eduardo Najera, PF,4952380,2008
Ben Gordon, SG,4881669,2008
Andrea Bargnani, C,4838880,2008
John Salmons, SF,4752000,2008
Raja Bell, SG,4750000,2008
Greg Oden, C,4662000,2008
Rafer Alston, PG,4550000,2008
Kyle Korver, G,4500000,2008
Kendrick Perkins, C,4480912,2008
Marvin Williams, F,4466040,2008
Shaun Livingston, G,4404629,2008
Derek Fisher, PG,4352000,2008
Trenton Hassell, SF,4350000,2008
Anthony Parker, SG,4350000,2008
LaMarcus Aldridge, F,4329360,2008
Reggie Evans, C,4320000,2008
Sasha Pavlovic, SG,4250000,2008
Steve Blake, PG,4250000,2008
Keith Van Horn, PF,4236997,2008
Damon Jones, PG,4172432,2008
Kevin Durant, PF,4171200,2008
Bruce Bowen, SF,4125000,2008
Deron Williams, PG,4010640,2008
Jorge Garbajosa, PF,4000000,2008
Travis Outlaw, SF,4000000,2008
Sarunas Jasikevicius, PG,4000000,2008
Zaza Pachulia, C,4000000,2008
Luke Walton, SF,4000000,2008
Carlos Arroyo, PG,4000000,2008
Devin Harris, G,3995003,2008
Marcus Banks, PG,3966207,2008
Darius Songaila, PF,3942000,2008
Adam Morrison, SF,3887880,2008
Bob Sura, PG,3840000,2008
Pat Garrity, PF,3818750,2008
Greg Buckner, SG,3750746,2008
Al Horford, C,3745800,2008
Amir Johnson, F,3666667,2008
Steven Hunter, C,3638600,2008
Robert Horry, PF,3630000,2008
Chris Paul, PG,3615960,2008
Keyon Dooling, PG,3596000,2008
Tyrus Thomas, PF,3505320,2008
Fabricio Oberto, C,3500000,2008
Brian Cook, PF,3500000,2008
Mickael Pietrus, SF,3470771,2008
Kevin Ollie, PG,3441900,2008
Mike Conley, PG,3377160,2008
DeShawn Stevenson, SG,3348215,2008
Luol Deng, F,3320339,2008
Rasual Butler, SF,3315000,2008
Fred Jones, SG,3300000,2008
Raymond Felton, G,3274440,2008
Lorenzen Wright, PF,3250000,2008
Chris Duhon, PG,3248000,2008
James Posey, SF,3206000,2008
Shelden Williams, C,3174240,2008
Michael Doleac, C,3120000,2008
Charlie Bell, SG,3106000,2008
Michael Finley, SG,3103000,2008
Trevor Ariza, SF,3100000,2008
Willie Green, SG,3094000,2008
Jeff Green, PF,3058200,2008
Chucky Atkins, PG,3000000,2008
Francisco Elson, C,3000000,2008
Jake Voskuhl, C,3000000,2008
Matt Barnes, SF,3000000,2008
Brian Scalabrine, PF,3000000,2008
Martell Webster, SF,2974080,2008
Luis Scola, F,2916667,2008
Damien Wilkins, SG,2900000,2008
James Jones, SG,2900000,2008
Brandon Roy, SG,2883120,2008
Anthony Johnson, PG,2860000,2008
Andre Iguodala, F,2804889,2008
Yi Jianlian, SF,2777760,2008
Alonzo Mourning, C,2762500,2008
Primoz Brezec, C,2750000,2008
Charlie Villanueva, PF,2715000,2008
Matt Bonner, C,2700000,2008
Andris Biedrins, C,2636696,2008
Randy Foye, SG,2631840,2008
Robert Swift, C,2601113,2008
Sebastian Telfair, PG,2562426,2008
Juan Dixon, SG,2550000,2008
Corey Brewer, F,2535720,2008
Kris Humphries, PF,2522913,2008
Chris Mihm, C,2500000,2008
Bostjan Nachbar, SF,2500000,2008
Channing Frye, F,2487240,2008
Al Jefferson, C,2480885,2008
Andray Blatche, C,2479339,2008
Jose Calderon, G,2471604,2008
Keith Bogans, SG,2440000,2008
Steve Francis, PG,2439333,2008
Mark Madsen, PF,2420000,2008
Rudy Gay, SF,2411160,2008
Othella Harrington, PF,2376000,2008
Devean George, SF,2369111,2008
Kirk Snyder, SG,2358433,2008
Jarron Collins, C,2350000,2008
Jackie Butler, C,2350000,2008
Brandan Wright, F,2323080,2008
Jason Hart, PG,2300000,2008
Ike Diogu, PF,2286360,2008
Bonzi Wells, SG,2284200,2008
Lindsey Hunter, SG,2250000,2008
Josh Smith, PF,2243543,2008
Patrick O'Bryant, C,2216400,2008
D.J. Augustin, PG,2208960,2008
Andrew Bynum, C,2172000,2008
DeSagana Diop, C,2146000,2008
Joakim Noah, C,2135400,2008
JR Smith, G,2134067,2008
Mouhamed Sene, C,2105520,2008
Dorell Wright, SF,2040746,2008
Spencer Hawes, PF,2028600,2008
JJ Redick, SG,2000160,2008
Jameer Nelson, G,1961609,2008
Vasileios Spanoulis, PG,1944000,2008
Walter Herrmann Heinrich, PF,1944000,2008
Victor Khryapa, PF,1928598,2008
Acie Law, PG,1927080,2008
Hilton Armstrong, PF,1900200,2008
Aaron Williams, C,1890000,2008
Delonte West, SG,1889760,2008
Nenad Krstic, C,1889760,2008
Carlos Delfino, SG,1868141,2008
Tony Allen, SG,1868141,2008
Sean May, C,1862160,2008
Thaddeus Young, PF,1830720,2008
Jannero Pargo, PG,1830000,2008
Grant Hill, SF,1830000,2008
Maceo Baston, SF,1830000,2008
Eddie Jones, SG,1830000,2008
Kevin Martin, SG,1808121,2008
Thabo Sefolosha, F,1805160,2008
Kosta Perovic, C,1800000,2008
Rashad McCants, SG,1769160,2008
Sasha Vujacic, SG,1756951,2008
David Wesley, SG,1750000,2008
Chuck Hayes, PF,1750000,2008
Maurice Evans, SG,1740000,2008
Julian Wright, SF,1739160,2008
David Harrison, C,1734316,2008
Ronnie Brewer, SF,1715040,2008
Antoine Wright, SF,1680600,2008
Al Thornton, SF,1652280,2008
Cedric Simmons, SF,1629120,2008
Brevin Knight, PG,1600000,2008
Clifford Robinson, PF,1600000,2008
Joey Graham, SF,1596600,2008
Adrian Griffin, SG,1593000,2008
Rodney Stuckey, PG,1569600,2008
Rodney Carney, SG,1547760,2008
Justin Reed, SF,1529873,2008
Danny Granger, SF,1516800,2008
Travis Diener, PG,1500000,2008
Eddie House, SG,1500000,2008
Nick Young, G,1491240,2008
Shawne Williams, SF,1470360,2008
Gerald Green, G,1440960,2008
Sean Williams, PF,1416600,2008
Hakim Warrick, PF,1376040,2008
Marco Belinelli, G,1345800,2008
Oleksiy Pecherov, C,1345800,2008
Quincy Douby, SG,1333920,2008
Javaris Crittenton, PG,1285200,2008
Renaldo Balkman, SF,1280640,2008
Alexis Ajinca, C,1276320,2008
Nate Robinson, PG,1268160,2008
Jason Smith, F,1233840,2008
Rajon Rondo, PG,1229280,2008
Jacque Vaughn, PG,1219590,2008
Eric Piatkowski, SG,1219590,2008
Adonal Foyle, C,1219590,2008
Jarrett Jack, G,1217400,2008
Jarvis Hayes, SF,1200000,2008
Devin Brown, SG,1200000,2008
Daequan Cook, SG,1184400,2008
Marcus Williams, PG,1180200,2008
Francisco Garcia, SG,1168800,2008
Jared Dudley, SF,1137000,2008
Josh Boone, C,1133040,2008
Shavlik Randolph, PF,1130000,2008
Luther Head, PG,1122000,2008
Calvin Booth, C,1103225,2008
Ronnie Price, PG,1100000,2008
Wilson Chandler, F,1091640,2008
Kyle Lowry, PG,1087680,2008
Rudy Fernandez, SG,1084080,2008
Bernard Robinson, SG,1080000,2008
Johan Petro, C,1077120,2008
Shannon Brown, PG,1044120,2008
Jason Maxiell, PF,1041360,2008
Linas Kleiza, SF,1011360,2008
Jordan Farmar, PG,1009560,2008
Morris Almond, SG,1005960,2008
Ime Udoka, F,1000000,2008
Wayne Simien, PF,997800,2008
David Lee, PF,990600,2008
Maurice Ager, SF,974400,2008
Earl Barron, C,973328,2008
Aaron Brooks, G,972720,2008
Mardy Collins, PG,967320,2008
Donell Taylor, PG,945610,2008
C.J. Miles, SG,945610,2008
Arron Afflalo, G,944520,2008
Alando Tucker, SF,931920,2008
Melvin Ely, C,895341,2008
Chris Andersen, PF,885294,2008
Mike Hall, F,862456,2008
Justin Williams, PF,862456,2008
Mile Ilic, C,850000,2008
Quinton Ross, SF,826046,2008
Sergio Rodriguez, PG,817000,2008
Randolph Morris, C,810000,2008
Mickael Gelabale, SF,802000,2008
Josh Powell, PF,800000,2008
Salim Stoudamire, SG,783000,2008
Jeff McInnis, PG,770610,2008
Sean Marks, PF,770610,2008
Derek Anderson, SG,770610,2008
Casey Jacobsen, SG,770610,2008
Brian Skinner, PF,770610,2008
Darrick Martin, PG,770610,2008
James Singleton, F,770610,2008
Dwayne Jones II, PF,770610,2008
Royal Ivey, PG,770610,2008
Michael Ruffin, PF,770610,2008
Ryan Bowen, SF,770610,2008
Austin Croshere, PF,770610,2008
Roger Mason Jr., SG,770610,2008
Dan Dickau, PG,770610,2008
Ronny Turiaf, C,770610,2008
Von Wafer, SG,770610,2008
Malik Allen, PF,770610,2008
Robert Hite, SG,770610,2008
John Lucas III, PG,770610,2008
Stephen Graham, SF,770610,2008
Orien Greene, PG,770610,2008
Awvee Storey, SF,770610,2008
Lynn Greer, PG,770610,2008
Andre Brown, PF,770610,2008
Anfernee Hardaway, SF,770610,2008
Daniel Ewing, PG,770610,2008
Brandon Bass, PF,770610,2008
Kareem Rush, SG,770610,2008
Ruben Patterson, PF,770610,2008
Monta Ellis, SG,770610,2008
Dikembe Mutombo, C,770610,2008
Anthony Carter, PG,770610,2008
Jamal Sampson, C,770610,2008
Darvin Ham, SF,770610,2008
Darrel Armstrong, PG,770610,2008
Ryan Gomes, SF,770610,2008
Scot Pollard, C,770610,2008
Lou Williams, SG,770610,2008
Juwan Howard, PF,761544,2008
Kyrylo Fesenko, C,750000,2008
Solomon Jones, PF,729000,2008
Eddie Gill, PG,693549,2008
Yakhouba Diawara, SG,687456,2008
Leon Powe, PF,687456,2008
Ryan Hollins, C,687456,2008
Hassan Adams, SF,687456,2008
Paul Davis, C,687456,2008
Craig Smith, PF,687456,2008
James Augustine, PF,687456,2008
Lou Amundson, PF,687456,2008
James White, SG,687456,2008
Paul Millsap, PF,687456,2008
Devin Green, SG,687456,2008
Will Conroy, PG,687456,2008
Steve Novak, SF,687456,2008
David Noel, SF,687456,2008
Andre Owens, SG,687456,2008
Tarence Kinsey, SG,687456,2008
Pops Mensah-Bonsu, PF,687456,2008
J.J. Barea, G,687456,2008
Chris Quinn, PG,687456,2008
Daniel Gibson, SG,687456,2008
Kelenna Azubuike, SF,687456,2008
Gabe Pruitt, PG,650000,2008
Jelani McCoy, PF,634620,2008
Ian Mahinmi, C,625840,2008
Dahntay Jones, SG,584757,2008
Richie Frahm, SG,566625,2008
Beno Udrih, PG,561544,2008
Juan Carlos Navarro, PG,538090,2008
Jamario Moon, SF,427163,2008
Thomas Gardner, SG,427163,2008
Ramon Sessions, G,427163,2008
Kevin Lyde, NA,427163,2008
Dominic McGuire, PF,427163,2008
Demetris Nichols, SF,427163,2008
Mustafa Shakur, PG,427163,2008
Darryl Watkins, C,427163,2008
Coby Karl, PG,427163,2008
Anthony Tolliver, PF,427163,2008
Carl Landry, PF,427163,2008
Herbert Hill, NA,427163,2008
Cheikh Samb, C,427163,2008
Mario West, SG,427163,2008
Joel Anthony, C,427163,2008
Marcus Slaughter, C,427163,2008
Larry Turner, NA,427163,2008
Elton Brown, NA,427163,2008
Glen Davis, PF,427163,2008
JamesOn Curry, PG,427163,2008
Marcin Gortat, C,427163,2008
Jermareo Davidson, PF,427163,2008
Sammy Mejia, NA,427163,2008
Aaron Gray, C,427163,2008
Taurean Green, PG,427163,2008
Jared Newson, NA,427163,2008
Josh McRoberts, PF,427163,2008
Adam Haluska, NA,427163,2008
Chris Richard, PF,427163,2008
D.J. Strawberry, SG,427163,2008
Brandon Wallace, NA,427163,2008
Jackie Manuel, NA,427163,2008
Chris Webber, C,358107,2008
Earl Boykins, PG,349041,2008
Damon Stoudamire, PG,335442,2008
Courtney Sims, C,319116,2008
Keith Langford, SG,278912,2008
C.J. Watson, PG,251272,2008
Jeremy Richardson, SG,238588,2008
Jamaal Magloire, C,231183,2008
P.J. Brown, PF,226650,2008
Ronald Murray, SG,213051,2008
Gordan Giricek, SG,199452,2008
Theo Ratliff, C,199452,2008
Sam Cassell, PG,199452,2008
Tyronn Lue, PG,199452,2008
Smush Parker, PG,181320,2008
Brent Barry, SG,172177,2008
Loren Woods, C,142201,2008
Nick Fazekas, PF,125636,2008
Ira Newble, SF,122391,2008
Mike Harris, SF,100509,2008
Didier Ilunga-Mbenga, C,90660,2008
Lance Allred, C,87945,2008
Blake Ahearn, G,67844,2008
Stephane Lasme, PF,67844,2008
Ronald Dupree, SF,63462,2008
Marcus Williams, SG,50254,2008
Kasib Powell, SF,36395,2008
DerMarr Johnson, SF,27198,2008
Bobby Jones, SF,24263,2008
Linton Johnson, PF,4533,2008
Billy Thomas, SG,4533,2008
Kevin Garnett, PF,24751934,2009
Jason Kidd, PG,21372000,2009
Jermaine O'Neal, C,21372000,2009
Kobe Bryant, SF,21262500,2009
Shaquille O'Neal, C,21000000,2009
Allen Iverson, SG,20840625,2009
Stephon Marbury, PG,20840625,2009
Tim Duncan, C,20598704,2009
Tracy McGrady, SG,20370437,2009
Ray Allen, SG,18388430,2009
Dirk Nowitzki, F,18077904,2009
Paul Pierce, SF,18077903,2009
Shawn Marion, SG,17810000,2009
Rashard Lewis, PF,16447871,2009
Michael Redd, SG,15780000,2009
Pau Gasol, PF,15106000,2009
Andrei Kirilenko, SF,15106000,2009
Amar'e Stoudemire, C,15070550,2009
Yao Ming, C,15070550,2009
Mike Bibby, PG,14983603,2009
Vince Carter, G,14724125,2009
Zach Randolph, F,14666667,2009
Gilbert Arenas, PG,14653466,2009
Ben Wallace, PF,14500000,2009
Kenyon Martin, PF,14431816,2009
Dwyane Wade, G,14410581,2009
Chris Bosh, PF,14410581,2009
Carmelo Anthony, PF,14410581,2009
LeBron James, SF,14410581,2009
Joe Johnson, G,14232567,2009
Lamar Odom, PF,14148596,2009
Rasheed Wallace, PF,13930000,2009
Wally Szczerbiak, SG,13775000,2009
Dwight Howard, C,13758000,2009
Elton Brand, PF,13757844,2009
Richard Jefferson, F,13200000,2009
Larry Hughes, SG,12827676,2009
Raef LaFrentz, C,12722500,2009
Peja Stojakovic, SF,12528000,2009
Steve Nash, PG,12250000,2009
Jason Richardson, SG,12222221,2009
Carlos Boozer, PF,11593817,2009
Erick Dampier, C,11553000,2009
Tony Parker, G,11550000,2009
Brad Miller, C,11375000,2009
Tyson Chandler, C,11350000,2009
Andre Iguodala, F,11300000,2009
Baron Davis, PG,11250000,2009
Samuel Dalembert, C,11238564,2009
Chauncey Billups, PG,11050000,2009
Monta Ellis, SG,11000000,2009
Al Jefferson, C,11000000,2009
Zydrunas Ilgauskas, C,10841615,2009
Richard Hamilton, SG,10812500,2009
Bobby Simmons, SF,10602667,2009
Andre Miller, PG,10333334,2009
Troy Murphy, PF,10126984,2009
Marcus Camby, C,10000000,2009
Josh Smith, PF,10000000,2009
Kirk Hinrich, SG,10000000,2009
Josh Howard, SF,9945000,2009
Antawn Jamison, PF,9923285,2009
Manu Ginobili, G,9905248,2009
David West, F,9862500,2009
Eddy Curry, NA,9723983,2009
Nene Hilario, C,9680000,2009
Emeka Okafor, C,9537500,2009
Chris Kaman, C,9500000,2009
Gerald Wallace, SF,9500000,2009
Tayshaun Prince, SF,9500000,2009
Luol Deng, F,9385000,2009
Caron Butler, SF,9249980,2009
Al Harrington, PF,9226250,2009
Jason Terry, G,9196000,2009
Antoine Walker, PF,9052460,2009
Mike Miller, SG,9028575,2009
Andris Biedrins, C,9000000,2009
Boris Diaw, C,9000000,2009
Mike Dunleavy, SG,9000000,2009
Cuttino Mobley, SG,8925000,2009
Kevin Martin, SG,8760335,2009
Quentin Richardson, SF,8685500,2009
Jamal Crawford, G,8640000,2009
Kenny Thomas, PF,8562500,2009
Mark Blount, C,8513916,2009
Mehmet Okur, C,8500000,2009
Rasho Nesterovic, C,8400000,2009
Mo Williams, PG,8353000,2009
Corey Maggette, SF,8275862,2009
Andres Nocioni, SF,8000000,2009
T.J. Ford, PG,8000000,2009
Devin Harris, G,7800000,2009
Jameer Nelson, G,7700000,2009
Malik Rose, PF,7647500,2009
Jose Calderon, G,7438018,2009
Metta World Peace, SF,7400000,2009
Eric Snow, PG,7312500,2009
Stephen Jackson, SF,7140000,2009
Darko Milicic, C,7020000,2009
Jerry Stackhouse, SF,7000000,2009
Marquis Daniels, SG,6864200,2009
Hedo Turkoglu, SF,6864200,2009
Etan Thomas, C,6864200,2009
Jamaal Tinsley, PG,6750000,2009
Chris Wilcox, PF,6750000,2009
Marko Jaric, PG,6575000,2009
Udonis Haslem, PF,6575000,2009
Luke Ridnour, PG,6500000,2009
Bobby Jackson, PG,6487888,2009
Shane Battier, SF,6448900,2009
Ben Gordon, SG,6404750,2009
Nick Collison, F,6350000,2009
Joel Przybilla, C,6310150,2009
Brian Cardinal, PF,6300000,2009
Andrew Bogut, C,6294195,2009
Dan Gadzuric, C,6250195,2009
Mike James, PG,6244093,2009
Shareef Abdur-Rahim, PF,6200000,2009
Earl Watson, PG,6200000,2009
Antonio Daniels, PG,6200000,2009
Jason Collins, C,6200000,2009
Jerome James, C,6200000,2009
Leandro Barbosa, G,6100000,2009
John Salmons, SF,6077151,2009
Nazr Mohammed, C,6049400,2009
Jared Jeffries, PF,6049400,2009
Tim Thomas, PF,6049400,2009
Vladimir Radmanovic, SF,6049400,2009
Matt Harpring, SF,6000000,2009
Jason Kapono, SG,5784480,2009
Anderson Varejao, C,5784480,2009
Speedy Claxton, PG,5757818,2009
Tony Battie, C,5746000,2009
Marvin Williams, F,5636142,2009
Mikki Moore, C,5632200,2009
Morris Peterson, SG,5592240,2009
Chris Duhon, PG,5585000,2009
James Posey, SF,5585000,2009
Beno Udrih, PG,5585000,2009
DeSagana Diop, C,5585000,2009
Brendan Haywood, C,5500000,2009
Jeff Foster, PF,5500000,2009
Mickael Pietrus, SF,5300000,2009
Desmond Mason, SF,5300000,2009
Andrea Bargnani, C,5176440,2009
Deron Williams, PG,5069449,2009
Matt Carroll, SG,5050000,2009
Greg Oden, C,5011680,2009
Raja Bell, SG,5000000,2009
JR Smith, G,4985001,2009
Kyle Korver, G,4956818,2009
Rafer Alston, PG,4900000,2009
Derrick Rose, PG,4822800,2009
Nenad Krstic, C,4778548,2009
Derek Fisher, PG,4700000,2009
Reggie Evans, C,4640000,2009
LaMarcus Aldridge, F,4631400,2009
Kendrick Perkins, C,4578880,2009
Chris Paul, PG,4574189,2009
Anthony Parker, SG,4550000,2009
Sasha Vujacic, SG,4524887,2009
Sasha Pavlovic, SG,4500000,2009
Ronny Turiaf, C,4500000,2009
Lou Williams, SG,4500000,2009
Kevin Durant, PF,4484040,2009
Damon Jones, PG,4460186,2009
Luke Walton, SF,4420000,2009
Trenton Hassell, SF,4350000,2009
Michael Beasley, F,4314960,2009
Marcus Banks, PG,4260000,2009
Steve Blake, PG,4250000,2009
Darius Songaila, PF,4235000,2009
Kurt Thomas, PF,4200000,2009
Adam Morrison, SF,4159200,2009
Raymond Felton, G,4148715,2009
Al Horford, C,4023720,2009
Greg Buckner, SG,4010005,2009
James Jones, SG,4010000,2009
Bruce Bowen, SF,4000000,2009
Kwame Brown, C,4000000,2009
Travis Outlaw, SF,4000000,2009
Zaza Pachulia, C,4000000,2009
O.J. Mayo, SG,3875040,2009
Steven Hunter, C,3862600,2009
Delonte West, SG,3850000,2009
Keith Van Horn, PF,3792112,2009
Martell Webster, SF,3771133,2009
Tyrus Thomas, PF,3749880,2009
C.J. Miles, SG,3700000,2009
