name,position,salary,season
Daniel Gibson, SG,3700000,2009
Amir Johnson, F,3666667,2009
Ryan Gomes, SF,3650000,2009
Mike Conley, PG,3630480,2009
Rasual Butler, SF,3630000,2009
DeShawn Stevenson, SG,3616072,2009
Fabricio Oberto, C,3600000,2009
Robert Swift, C,3579131,2009
Roger Mason Jr., SG,3500000,2009
Brian Cook, PF,3500000,2009
Russell Westbrook, PG,3493680,2009
Charlie Villanueva, PF,3448050,2009
Shelden Williams, C,3395760,2009
Willie Green, SG,3388000,2009
Charlie Bell, SG,3354480,2009
Keyon Dooling, PG,3300000,2009
Jeff Green, PF,3287640,2009
Eduardo Najera, PF,3250000,2009
Chucky Atkins, PG,3240000,2009
Brian Scalabrine, PF,3206897,2009
Kris Humphries, PF,3200000,2009
Channing Frye, F,3163769,2009
Kevin Love, PF,3163680,2009
Luis Scola, F,3100667,2009
Trevor Ariza, SF,3100000,2009
Damien Wilkins, SG,3100000,2009
Marc Gasol, C,3093333,2009
Brandon Roy, SG,3084240,2009
Carl Landry, PF,3000000,2009
Yi Jianlian, SF,2986080,2009
Matt Bonner, C,2978000,2009
Ike Diogu, PF,2912823,2009
Kelenna Azubuike, SF,2900000,2009
Danilo Gallinari, PF,2873520,2009
Randy Foye, SG,2815560,2009
Andrew Bynum, C,2769300,2009
Andray Blatche, C,2739669,2009
Corey Brewer, F,2725920,2009
Sean May, C,2661027,2009
Eddie House, SG,2650000,2009
Steve Francis, PG,2634480,2009
Mark Madsen, PF,2630000,2009
Eric Gordon, SG,2623200,2009
Rashad McCants, SG,2620126,2009
Dorell Wright, SF,2612835,2009
Rudy Gay, SF,2579400,2009
Keith Bogans, SG,2565000,2009
Chris Mihm, C,2500000,2009
Maurice Evans, SG,2500000,2009
Craig Smith, PF,2500000,2009
Tony Allen, SG,2500000,2009
Michael Finley, SG,2500000,2009
Brandan Wright, F,2497320,2009
Jason Hart, PG,2484000,2009
Joey Graham, SF,2449184,2009
Joe Alexander, SF,2403120,2009
Danny Granger, SF,2329805,2009
Sebastian Telfair, PG,2300000,2009
Ricky Davis, SG,2300000,2009
Joakim Noah, C,2295480,2009
Maceo Baston, SF,2272860,2009
Mouhamed Sene, C,2252400,2009
Tyronn Lue, PG,2250000,2009
D.J. Augustin, PG,2208960,2009
Spencer Hawes, PF,2180760,2009
JJ Redick, SG,2139720,2009
Hakim Warrick, PF,2119102,2009
Brook Lopez, C,2098560,2009
Jarron Collins, C,2074302,2009
Acie Law, PG,2071680,2009
Hilton Armstrong, PF,2032800,2009
Nate Robinson, PG,2020179,2009
Jarrett Jack, G,2002623,2009
Brevin Knight, PG,2000000,2009
Walter Herrmann Heinrich, PF,2000000,2009
Jerryd Bayless, G,1993560,2009
Francisco Garcia, SG,1983454,2009
Grant Hill, SF,1976400,2009
Eddie Jones, SG,1976400,2009
Thaddeus Young, PF,1968120,2009
Luther Head, PG,1962378,2009
Johan Petro, C,1939893,2009
Thabo Sefolosha, F,1931160,2009
Anthony Johnson, PG,1910000,2009
Jarvis Hayes, SF,1910000,2009
Brent Barry, SG,1910000,2009
Jason Thompson, PF,1893840,2009
Jason Maxiell, PF,1877572,2009
Julian Wright, SF,1869600,2009
Ronnie Brewer, SF,1834680,2009
Linas Kleiza, SF,1824493,2009
Antoine Wright, SF,1800000,2009
Brandon Rush, F,1799160,2009
David Lee, PF,1788033,2009
Al Thornton, SF,1776240,2009
Chuck Hayes, PF,1768000,2009
Cedric Simmons, SF,1742760,2009
Anthony Randolph, SF,1709280,2009
Goran Dragic, PG,1700000,2009
Francisco Elson, C,1700000,2009
Rodney Stuckey, PG,1687320,2009
Rodney Carney, SG,1655760,2009
Kosta Perovic, C,1634000,2009
Robin Lopez, C,1623720,2009
Travis Diener, PG,1620000,2009
Nick Young, G,1602960,2009
Devean George, SF,1600000,2009
Shawne Williams, SF,1572960,2009
Hamed Haddadi, C,1572221,2009
Marreese Speights, F,1542600,2009
Sean Williams, PF,1522920,2009
Ronald Murray, SG,1500000,2009
J.J. Barea, G,1500000,2009
Roy Hibbert, C,1465440,2009
Marco Belinelli, G,1446720,2009
Oleksiy Pecherov, C,1446720,2009
Quincy Douby, SG,1427040,2009
Drew Gooden, PF,1410441,2009
JaVale McGee, C,1392240,2009
Javaris Crittenton, PG,1381560,2009
Renaldo Balkman, SF,1369920,2009
JJ Hickson, C,1329480,2009
Jason Smith, F,1326360,2009
Calvin Booth, C,1319651,2009
Rajon Rondo, PG,1315080,2009
Malik Allen, PF,1300000,2009
Alexis Ajinca, C,1276320,2009
Daequan Cook, SG,1273200,2009
Marcus Williams, PG,1262520,2009
Brian Skinner, PF,1262275,2009
Jacque Vaughn, PG,1262275,2009
Roko-Leni Ukic, PG,1250000,2009
Ryan Anderson, PF,1225200,2009
Jared Dudley, SF,1222320,2009
Josh Boone, C,1212120,2009
Joe Smith, PF,1200000,2009
Ronnie Price, PG,1188000,2009
Kosta Koufos, C,1176240,2009
Courtney Lee, G,1176240,2009
Wilson Chandler, F,1173480,2009
Kyle Lowry, PG,1163520,2009
Rudy Fernandez, SG,1084080,2009
Morris Almond, SG,1081440,2009
Ime Udoka, F,1080000,2009
Jordan Farmar, PG,1080000,2009
Aaron Brooks, G,1045560,2009
Maurice Ager, SF,1042440,2009
Nicolas Batum, PF,1040640,2009
Mardy Collins, PG,1034760,2009
Arron Afflalo, G,1015440,2009
George Hill, G,1006200,2009
Alando Tucker, SF,1001880,2009
Loren Woods, C,998581,2009
Melvin Ely, C,998398,2009
Devin Brown, SG,998398,2009
Darrell Arthur, F,977160,2009
Ryan Hollins, C,972581,2009
Chris Quinn, PG,972581,2009
D.J. White, PF,964080,2009
J.R. Giddens, SG,957120,2009
Chris Richard, PF,886517,2009
Didier Ilunga-Mbenga, C,880658,2009
Yakhouba Diawara, SG,875000,2009
Sergio Rodriguez, PG,874000,2009
Royal Ivey, PG,854957,2009
Josh Powell, PF,854957,2009
Shaun Livingston, G,854957,2009
Ian Mahinmi, C,841000,2009
Stephen Graham, SF,826269,2009
Salim Stoudamire, SG,826269,2009
Brandon Bass, PF,826269,2009
Joey Dorsey, PF,816500,2009
Kyrylo Fesenko, C,810000,2009
Donte Greene, SF,809300,2009
Kyle Weaver, SG,806452,2009
Patrick O'Bryant, C,797581,2009
Sean Marks, PF,797581,2009
Leon Powe, PF,797581,2009
Luke Jackson, SF,797581,2009
Jason Williams, PG,797581,2009
Jamaal Magloire, C,797581,2009
Paul Davis, C,797581,2009
James Singleton, F,797581,2009
Mike Wilks, PG,797581,2009
Michael Ruffin, PF,797581,2009
Kevin Ollie, PG,797581,2009
Ryan Bowen, SF,797581,2009
Desmon Farmer, SG,797581,2009
DerMarr Johnson, SF,797581,2009
Austin Croshere, PF,797581,2009
Dan Dickau, PG,797581,2009
Donyell Marshall, PF,797581,2009
Von Wafer, SG,797581,2009
Linton Johnson, PF,797581,2009
Adonal Foyle, C,797581,2009
Lou Amundson, PF,797581,2009
Paul Millsap, PF,797581,2009
Quinton Ross, SF,797581,2009
Devin Green, SG,797581,2009
John Lucas III, PG,797581,2009
Steve Novak, SF,797581,2009
Shannon Brown, PG,797581,2009
Andre Brown, PF,797581,2009
Theo Ratliff, C,797581,2009
Anthony Roberson, SG,797581,2009
Kareem Rush, SG,797581,2009
Keith McLeod, PG,797581,2009
David Harrison, C,797581,2009
Gerald Green, G,797581,2009
Tarence Kinsey, SG,797581,2009
Matt Barnes, SF,797581,2009
Bobby Jones, SF,797581,2009
Shavlik Randolph, PF,797581,2009
Anthony Carter, PG,797581,2009
Dahntay Jones, SG,797581,2009
Chris Andersen, PF,797581,2009
Lorenzen Wright, PF,797581,2009
Solomon Jones, PF,797581,2009
Sam Cassell, PG,797581,2009
Randolph Morris, C,797581,2009
Juan Dixon, SG,797581,2009
Luc Mbah a Moute, F,757000,2009
Ramon Sessions, G,722517,2009
Lindsey Hunter, SG,722515,2009
Jamario Moon, SF,711517,2009
Thomas Gardner, SG,711517,2009
Hassan Adams, SF,711517,2009
Dominic McGuire, PF,711517,2009
Demetris Nichols, SF,711517,2009
Mike Harris, SF,711517,2009
Darryl Watkins, C,711517,2009
Will Solomon, PG,711517,2009
Coby Karl, PG,711517,2009
Anthony Tolliver, PF,711517,2009
C.J. Watson, PG,711517,2009
Cheikh Samb, C,711517,2009
Mario West, SG,711517,2009
Joel Anthony, C,711517,2009
Glen Davis, PF,711517,2009
JamesOn Curry, PG,711517,2009
Alex Acker, G,711517,2009
Marcin Gortat, C,711517,2009
Lance Allred, C,711517,2009
Aaron Gray, C,711517,2009
Taurean Green, PG,711517,2009
Josh McRoberts, PF,711517,2009
Dee Brown, PG,711517,2009
D.J. Strawberry, SG,711517,2009
Gabe Pruitt, PG,711517,2009
Stephane Lasme, PF,711517,2009
Will Bynum, PG,711517,2009
Mario Chalmers, G,700000,2009
Dwayne Jones II, PF,670906,2009
Blake Ahearn, G,631995,2009
Antonio McDyess, PF,600532,2009
Jeremy Richardson, SG,591148,2009
Juwan Howard, PF,586457,2009
Jake Voskuhl, C,577073,2009
DeAndre Jordan, C,550000,2009
Henry Walker, SF,542114,2009
Dikembe Mutombo, C,502007,2009
Mike Taylor, PG,500000,2009
Fred Jones, SG,459782,2009
Darius Miles, SF,450399,2009
Darnell Jackson, PF,450000,2009
Taj McCullough, NA,442114,2009
Brandon Heath, SG,442114,2009
Joe Crawford, SG,442114,2009
Steven Hill, C,442114,2009
Anthony Morrow, SG,442114,2009
Sonny Weems, SG,442114,2009
Sean Singletary, PG,442114,2009
Sun Yue, SG,442114,2009
Nathan Jawai, C,442114,2009
Walter Sharpe, PF,442114,2009
Jason Richards, NA,442114,2009
David Padgett, NA,442114,2009
C.J. Giles, NA,442114,2009
Dwayne Mitchell, NA,442114,2009
Bobby Brown, PG,442114,2009
Dion Dowell, NA,442114,2009
Richard Hendrix, NA,442114,2009
DeMarcus Nelson, SG,442114,2009
Patrick Ewing Jr., SF,442114,2009
Chris Douglas-Roberts, SG,442114,2009
Rob Kurz, SF,442114,2009
Othello Hunter, SF,442114,2009
Jamaal Tatum, NA,442114,2009
Jermareo Davidson, PF,422725,2009
Malik Hairston, SG,299077,2009
Stromile Swift, PF,201741,2009
James White, SG,184157,2009
Dontell Jefferson, SG,93624,2009
Cartier Martin, PF,52014,2009
Trey Johnson, SG,46917,2009
Eddie Gill, PG,46917,2009
Kobe Bryant, SF,23034375,2010
Jermaine O'Neal, C,23016000,2010
Tracy McGrady, SG,22843124,2010
Tim Duncan, C,22183220,2010
Shaquille O'Neal, C,21000000,2010
Dirk Nowitzki, F,19795714,2010
Paul Pierce, SF,19795712,2010
Ray Allen, SG,18776860,2010
Rashard Lewis, PF,18010791,2010
Michael Redd, SG,17040000,2010
Pau Gasol, PF,16452000,2010
Andrei Kirilenko, SF,16452000,2010
Kevin Garnett, PF,16417044,2010
Amar'e Stoudemire, C,16378325,2010
Yao Ming, C,16378325,2010
Gilbert Arenas, PG,16192080,2010
Vince Carter, G,16123250,2010
Zach Randolph, F,16000000,2010
Kenyon Martin, PF,15852511,2010
Dwyane Wade, G,15779912,2010
Chris Bosh, PF,15779912,2010
Carmelo Anthony, PF,15779912,2010
LeBron James, SF,15779912,2010
Dwight Howard, C,15202590,2010
Joe Johnson, G,14976754,2010
Elton Brand, PF,14858472,2010
Richard Jefferson, F,14200000,2010
Chris Paul, PG,13520500,2010
Deron Williams, PG,13520500,2010
Peja Stojakovic, SF,13392000,2010
Jason Richardson, SG,13333332,2010
Steve Nash, PG,13125000,2010
Tony Parker, G,12600000,2010
Andrew Bynum, C,12500000,2010
Carlos Boozer, PF,12323900,2010
Brad Miller, C,12250000,2010
Andre Iguodala, F,12200000,2010
Erick Dampier, C,12115500,2010
Baron Davis, PG,12100000,2010
Chauncey Billups, PG,12100000,2010
Samuel Dalembert, C,12025694,2010
Al Jefferson, C,12000000,2010
Tyson Chandler, C,11700000,2010
Antawn Jamison, PF,11641095,2010
Richard Hamilton, SG,11375000,2010
Bobby Simmons, SF,11242666,2010
Troy Murphy, PF,11047619,2010
Monta Ellis, SG,11000000,2010
Josh Howard, SF,10890000,2010
Josh Smith, PF,10800000,2010
Emeka Okafor, C,10797500,2010
Manu Ginobili, G,10728130,2010
Nene Hilario, C,10520000,2010
Eddy Curry, NA,10500423,2010
Chris Kaman, C,10400000,2010
Luol Deng, F,10365000,2010
Tayshaun Prince, SF,10324380,2010
Danny Granger, SF,10130500,2010
Al Harrington, PF,10026875,2010
Andrew Bogut, C,10000000,2010
Ben Gordon, SG,10000000,2010
Mike Dunleavy, SG,9780992,2010
Caron Butler, SF,9780970,2010
Mike Miller, SG,9780937,2010
Kevin Martin, SG,9680170,2010
Gerald Wallace, SF,9500000,2010
Cuttino Mobley, SG,9500000,2010
Kirk Hinrich, SG,9500000,2010
Jamal Crawford, G,9360000,2010
Marcus Camby, C,9150000,2010
Jason Terry, G,9075000,2010
David West, F,9075000,2010
Andris Biedrins, C,9000000,2010
Boris Diaw, C,9000000,2010
Mehmet Okur, C,9000000,2010
Hedo Turkoglu, SF,9000000,2010
Corey Maggette, SF,8937931,2010
Mo Williams, PG,8860000,2010
Kenny Thomas, PF,8775000,2010
Quentin Richardson, SF,8700000,2010
T.J. Ford, PG,8500000,2010
Devin Harris, G,8400000,2010
Jose Calderon, G,8219009,2010
Jason Kidd, PG,8100000,2010
Jameer Nelson, G,8100000,2010
Mark Blount, C,7967375,2010
Etan Thomas, C,7906088,2010
Paul Millsap, PF,7692932,2010
Stephen Jackson, SF,7650000,2010
Darko Milicic, C,7540000,2010
Andres Nocioni, SF,7500000,2010
Lamar Odom, PF,7500000,2010
Marvin Williams, F,7500000,2010
Marko Jaric, PG,7100000,2010
Udonis Haslem, PF,7100000,2010
David Lee, PF,7000000,2010
Shane Battier, SF,6939200,2010
Joel Przybilla, C,6857725,2010
Dan Gadzuric, C,6749260,2010
Andre Miller, PG,6730800,2010
Shawn Marion, SG,6635068,2010
Tony Battie, C,6606600,2010
Leandro Barbosa, G,6600000,2010
Antonio Daniels, PG,6600000,2010
Jerome James, C,6600000,2010
Andrea Bargnani, C,6527491,2010
Luke Ridnour, PG,6500000,2010
Charlie Villanueva, PF,6500000,2010
Nazr Mohammed, C,6466600,2010
Jared Jeffries, PF,6466600,2010
Mike James, PG,6466600,2010
Vladimir Radmanovic, SF,6466600,2010
John Salmons, SF,6429151,2010
Anderson Varejao, C,6363636,2010
Nick Collison, F,6250000,2010
Mike Bibby, PG,6217617,2010
Jason Kapono, SG,6212960,2010
JR Smith, G,6171426,2010
Jeff Foster, PF,6077500,2010
Chris Duhon, PG,6031800,2010
James Posey, SF,6031800,2010
Beno Udrih, PG,6031800,2010
DeSagana Diop, C,6031800,2010
Brendan Haywood, C,6000000,2010
Rasheed Wallace, PF,5854000,2010
Trevor Ariza, SF,5854000,2010
Metta World Peace, SF,5854000,2010
Marcin Gortat, C,5854000,2010
LaMarcus Aldridge, F,5844827,2010
Morris Peterson, SG,5800000,2010
Francisco Garcia, SG,5800000,2010
Raymond Felton, G,5501196,2010
Greg Oden, C,5361240,2010
Mickael Pietrus, SF,5300000,2010
Adam Morrison, SF,5257229,2010
Raja Bell, SG,5250000,2010
Speedy Claxton, PG,5209454,2010
Derrick Rose, PG,5184480,2010
Kyle Korver, G,5163636,2010
Nenad Krstic, C,5160832,2010
Derek Fisher, PG,5048000,2010
Jason Maxiell, PF,5000000,2010
Sasha Vujacic, SG,5000000,2010
Nate Robinson, PG,5000000,2010
Jarrett Jack, G,5000000,2010
Blake Griffin, PF,4983480,2010
Lou Williams, SG,4972500,2010
Reggie Evans, C,4960000,2010
Luke Walton, SF,4840000,2010
Kevin Durant, PF,4796880,2010
Zaza Pachulia, C,4750000,2010
Tyrus Thomas, PF,4743598,2010
Matt Carroll, SG,4700000,2010
Michael Beasley, F,4638600,2010
Drew Gooden, PF,4580735,2010
Marcus Banks, PG,4553793,2010
Darius Songaila, PF,4526000,2010
Antonio McDyess, PF,4500000,2010
Kendrick Perkins, C,4500000,2010
Hasheem Thabeet, C,4458840,2010
Trenton Hassell, SF,4350000,2010
Martell Webster, SF,4344000,2010
James Jones, SG,4330000,2010
Al Horford, C,4307640,2010
Delonte West, SG,4254250,2010
O.J. Mayo, SG,4165560,2010
Ronny Turiaf, C,4140000,2010
Bruce Bowen, SF,4100000,2010
Daniel Gibson, SG,4088500,2010
Greg Buckner, SG,4080915,2010
James Harden, SG,4004160,2010
Kwame Brown, C,4000000,2010
Brandon Bass, PF,4000000,2010
Steve Blake, PG,4000000,2010
Rasual Butler, SF,3945000,2010
Amir Johnson, F,3941667,2010
Brandon Roy, SG,3910816,2010
Ryan Gomes, SF,3892500,2010
DeShawn Stevenson, SG,3883929,2010
Mike Conley, PG,3883800,2010
Kurt Thomas, PF,3800000,2010
Roger Mason Jr., SG,3780000,2010
Russell Westbrook, PG,3755640,2010
C.J. Miles, SG,3700000,2010
Steven Hunter, C,3696000,2010
Willie Green, SG,3682000,2010
Ramon Sessions, G,3670667,2010
Chris Andersen, PF,3650000,2010
Damien Wilkins, SG,3630000,2010
Tyreke Evans, G,3610080,2010
Charlie Bell, SG,3602960,2010
Travis Outlaw, SF,3600000,2010
Randy Foye, SG,3575761,2010
Keyon Dooling, PG,3564000,2010
Jeff Green, PF,3516960,2010
Carlos Delfino, SG,3500000,2010
Brian Cook, PF,3500000,2010
Brian Scalabrine, PF,3413793,2010
Kevin Love, PF,3401040,2010
Marc Gasol, C,3333333,2010
Luis Scola, F,3284667,2010
Rudy Gay, SF,3280997,2010
Matt Bonner, C,3256500,2010
Yi Jianlian, SF,3194400,2010
Kelenna Azubuike, SF,3100000,2010
Danilo Gallinari, PF,3089040,2010
Glen Davis, PF,3000004,2010
Jamario Moon, SF,3000000,2010
Eduardo Najera, PF,3000000,2010
Carl Landry, PF,3000000,2010
Hakim Warrick, PF,3000000,2010
Andray Blatche, C,3000000,2010
Grant Hill, SF,3000000,2010
Chris Wilcox, PF,3000000,2010
Jonny Flynn, PG,2969280,2010
Corey Brewer, F,2916120,2010
Kris Humphries, PF,2900000,2010
Dorell Wright, SF,2887165,2010
Eddie House, SG,2862000,2010
Mark Madsen, PF,2840000,2010
JJ Redick, SG,2839408,2010
Eric Gordon, SG,2819880,2010
Hilton Armstrong, PF,2801198,2010
Earl Watson, PG,2800000,2010
Thabo Sefolosha, F,2759628,2010
Ronnie Brewer, SF,2717161,2010
Stephen Curry, PG,2710560,2010
Brandan Wright, F,2671440,2010
Anthony Parker, SG,2644231,2010
Joe Alexander, SF,2583360,2010
Maurice Evans, SG,2500000,2010
Sebastian Telfair, PG,2500000,2010
Dahntay Jones, SG,2500000,2010
Tony Allen, SG,2500000,2010
Michael Finley, SG,2500000,2010
Jordan Hill, C,2483280,2010
Joakim Noah, C,2455680,2010
Shawne Williams, SF,2416067,2010
Ricky Davis, SG,2400000,2010
D.J. Augustin, PG,2374680,2010
Spencer Hawes, PF,2332800,2010
David Andersen, C,2314815,2010
Craig Smith, PF,2300000,2010
DeMar DeRozan, SF,2282640,2010
Brook Lopez, C,2255880,2010
Acie Law, PG,2216160,2010
Ryan Hollins, C,2183333,2010
Brandon Jennings, G,2168520,2010
Chuck Hayes, PF,2147750,2010
Jerryd Bayless, G,2143080,2010
Renaldo Balkman, SF,2112417,2010
Thaddeus Young, PF,2105400,2010
Ersan Ilyasova, PF,2100000,2010
Rajon Rondo, PG,2094923,2010
Anthony Johnson, PG,2062800,2010
Jarvis Hayes, SF,2062800,2010
Brent Barry, SG,2062800,2010
Terrence Williams, SG,2060040,2010
Josh Boone, C,2056968,2010
Jason Thompson, PF,2035920,2010
Kyle Lowry, PG,2034996,2010
Julian Wright, SF,2000040,2010
Jannero Pargo, PG,1990000,2010
Ronald Murray, SG,1990000,2010
Rasho Nesterovic, C,1990000,2010
Fabricio Oberto, C,1990000,2010
Marquis Daniels, SG,1990000,2010
Shannon Brown, PG,1990000,2010
Channing Frye, F,1990000,2010
Gerald Henderson, SG,1957080,2010
Jordan Farmar, PG,1947240,2010
Brandon Rush, F,1934160,2010
Al Thornton, SF,1900200,2010
Mardy Collins, PG,1867742,2010
Tyler Hansbrough, PF,1859160,2010
Anthony Randolph, SF,1837560,2010
Goran Dragic, PG,1836000,2010
Rodney Stuckey, PG,1805040,2010
Antoine Wright, SF,1800000,2010
Earl Clark, SF,1766280,2010
Robin Lopez, C,1745520,2010
Nick Young, G,1714800,2010
Francisco Elson, C,1700000,2010
Austin Daye, SF,1677840,2010
Marreese Speights, F,1658280,2010
J.J. Barea, G,1657500,2010
Sean Williams, PF,1629120,2010
Hamed Haddadi, C,1627779,2010
Solomon Jones, PF,1620000,2010
Matt Barnes, SF,1600000,2010
Devean George, SF,1600000,2010
James Johnson, PF,1594080,2010
Sergio Rodriguez, PG,1576696,2010
Roy Hibbert, C,1575360,2010
Marco Belinelli, G,1547640,2010
Oleksiy Pecherov, C,1547640,2010
Jrue Holiday, PG,1514280,2010
Sasha Pavlovic, SG,1500000,2010
JaVale McGee, C,1496640,2010
Javaris Crittenton, PG,1477920,2010
Ty Lawson, G,1438680,2010
JJ Hickson, C,1429200,2010
Jason Smith, F,1418880,2010
Jeff Teague, PG,1373880,2010
Alexis Ajinca, C,1372080,2010
Daequan Cook, SG,1362120,2010
Roko-Leni Ukic, PG,1350000,2010
Eric Maynor, PG,1318920,2010
Ryan Anderson, PF,1317120,2010
Jared Dudley, SF,1307640,2010
Malik Allen, PF,1300000,2010
Darren Collison, G,1266120,2010
Courtney Lee, G,1264440,2010
Wilson Chandler, F,1255440,2010
Ronnie Price, PG,1250000,2010
Kosta Koufos, C,1214040,2010
Omri Casspi, F,1167000,2010
Rudy Fernandez, SG,1165320,2010
Byron Mullens, C,1120200,2010
Serge Ibaka, C,1120200,2010
Nicolas Batum, PF,1118760,2010
Aaron Brooks, G,1118520,2010
Devin Brown, SG,1107572,2010
Arron Afflalo, G,1086240,2010
George Hill, G,1081680,2010
Rodrigue Beaubois, PG,1075440,2010
Alando Tucker, SF,1071720,2010
Darrell Arthur, F,1050480,2010
Chris Quinn, PG,1050387,2010
Royal Ivey, PG,1050000,2010
Taj Gibson, C,1039800,2010
D.J. White, PF,1036440,2010
Quinton Ross, SF,1033342,2010
Steve Novak, SF,1031000,2010
James Singleton, F,1030189,2010
J.R. Giddens, SG,1028880,2010
DeMarre Carroll, F,1009680,2010
Wayne Ellington, SG,1003560,2010
C.J. Watson, PG,1000497,2010
Aaron Gray, C,1000497,2010
Toney Douglas, PG,996240,2010
Ian Mahinmi, C,989670,2010
Didier Ilunga-Mbenga, C,959111,2010
Josh Powell, PF,959111,2010
Yakhouba Diawara, SG,945000,2010
Zydrunas Ilgauskas, C,925000,2010
Salim Stoudamire, SG,884881,2010
Kyle Weaver, SG,870968,2010
Kyrylo Fesenko, C,870000,2010
Donte Greene, SF,870000,2010
Patrick O'Bryant, C,855189,2010
Leon Powe, PF,855189,2010
Quincy Douby, SG,855189,2010
Marcus Haislip, F,855189,2010
Lou Amundson, PF,855189,2010
Mouhamed Sene, C,855189,2010
Anthony Roberson, SG,855189,2010
Tarence Kinsey, SG,855189,2010
Randolph Morris, C,855189,2010
DeJuan Blair, C,850000,2010
Sean Marks, PF,825497,2010
Jason Williams, PG,825497,2010
Brian Skinner, PF,825497,2010
Jamaal Magloire, C,825497,2010
Paul Davis, C,825497,2010
Dominic McGuire, PF,825497,2010
Kevin Ollie, PG,825497,2010
Ryan Bowen, SF,825497,2010
Marcus Williams, PG,825497,2010
Luther Head, PG,825497,2010
Desmond Mason, SF,825497,2010
Jarron Collins, C,825497,2010
Chucky Atkins, PG,825497,2010
Keith Bogans, SG,825497,2010
Mikki Moore, C,825497,2010
Linton Johnson, PF,825497,2010
Adonal Foyle, C,825497,2010
James White, SG,825497,2010
Ike Diogu, PF,825497,2010
Jason Collins, C,825497,2010
Shelden Williams, C,825497,2010
Jason Hart, PG,825497,2010
Joel Anthony, C,825497,2010
Stephen Graham, SF,825497,2010
Primoz Brezec, C,825497,2010
Juwan Howard, PF,825497,2010
Joe Smith, PF,825497,2010
Theo Ratliff, C,825497,2010
Kareem Rush, SG,825497,2010
Jermareo Davidson, PF,825497,2010
Ben Wallace, PF,825497,2010
Marcus Williams, SG,825497,2010
Pops Mensah-Bonsu, PF,825497,2010
Anthony Carter, PG,825497,2010
Josh McRoberts, PF,825497,2010
Tim Thomas, PF,825497,2010
Joey Graham, SF,825497,2010
Lindsey Hunter, SG,825497,2010
Rodney Carney, SG,825497,2010
Gabe Pruitt, PG,825497,2010
Carlos Arroyo, PG,825497,2010
Will Bynum, PG,825497,2010
Johan Petro, C,825497,2010
Sean May, C,825479,2010
Sam Young, SF,824200,2010
Ime Udoka, F,786650,2010
Mario Chalmers, G,756000,2010
Earl Boykins, PG,752659,2010
Jamaal Tinsley, PG,738091,2010
Dontell Jefferson, SG,736420,2010
